"hosname","amprhcode","pdx","diease"
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,B009,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B07,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B084,8
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,B084,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B09,12
เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,เขตหลักสี่,B09,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B182,21
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B200,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B24,51
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B349,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B350,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,B351,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B354,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B356,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B359,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B370,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B373,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B378,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B479,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B909,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,B974,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C109,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C187,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C189,32
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C19,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C20,14
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C241,11
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C37,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,C469,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C549,14
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C61,26
รพ.มงกุฎวัฒนะ,เขตหลักสี่,C795,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,D043,12
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D179,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,D179,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D381,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D391,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D487,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D509,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D591,2
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,D690,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,D692,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E041,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E049,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,E05,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E050,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E059,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,E10,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E113,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E119,32
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,E119,249
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E162,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E291,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,E511,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,E780,49
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E871,15
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E875,16
รพ.มงกุฎวัฒนะ,เขตหลักสี่,E876,20
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F03,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F062,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F155,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F179,6
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,F2095,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F29,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F321,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F322,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F323,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F419,11
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F432,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,F919,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G08,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G360,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G430,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G431,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G438,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G439,10
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G442,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,G442,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,G470,11
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G479,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G530,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G629,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G700,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,G919,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H000,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H041,8
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,H10,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H101,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H103,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H109,30
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,H109,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H110,6
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H110,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H111,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H200,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H209,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H219,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H258,33
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H264,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H269,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H332,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H400,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H401,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H402,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H500,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H538,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H545,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H603,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H605,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H609,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H611,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H612,6
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H624,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H650,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H650,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H669,14
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H811,57
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H811,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H813,37
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,H813,8
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,H813,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H912,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,H920,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,H939,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,I10,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I251,21
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,I251,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I259,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I420,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I471,7
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I500,28
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I509,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I514,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I619,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,I639,12
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I64,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I676,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I694,7
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,I694,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I831,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I842,4
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,I845,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I849,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,I951,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J00,363
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J00,35
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J010,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J019,4
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J020,1
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,J029,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J029,149
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J039,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J050,7
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J068,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,J069,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,J069,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J111,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J189,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J20,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J219,5
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J219,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J22,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J304,44
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J304,12
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J40,117
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J441,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J449,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J459,42
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,J459,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J46,20
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J90,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,J989,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K006,15
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K040,25
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K045,10
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K047,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K050,10
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K050,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K051,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K068,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K116,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K120,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K140,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K219,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K279,3
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K279,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K291,98
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K291,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K297,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K30,306
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,K30,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,K35,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K358,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K409,13
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K439,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,K590,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K612,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K628,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K659,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K739,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K802,63
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K810,4
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,K819,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K819,14
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K859,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K921,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,K922,16
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L021,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,L023,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,L024,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L029,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L031,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,เขตหลักสี่,L033,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,L039,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L139,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L209,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L219,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L235,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,L235,3
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,L236,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L239,4
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,L239,15
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,L249,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L259,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,L309,2
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,L309,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,L509,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L720,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L721,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L814,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L82,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L899,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L918,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,L928,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M0699,6
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,M10,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M100,7
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M1028,3
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M1098,2
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,M139,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,เขตหลักสี่,M1907,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M1909,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,M2556,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M321,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M419,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M512,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M549,8
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M600,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M6097,1
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,M626,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M626,155
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M6260,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M6266,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M6267,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M628,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M659,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M703,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M750,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M779,11
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M7910,17
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M7914,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M7918,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M792,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,M810,2
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,M819,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,M8790,1
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,M940,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N131,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N179,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N189,272
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,N189,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N200,9
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N209,27
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N308,5
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,N309,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,N309,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,N40,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N459,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N486,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N508,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N768,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N800,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N808,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,N894,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N911,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N925,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N926,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N938,16
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,N944,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N946,8
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,N946,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,N959,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O200,15
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O210,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,O210,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,O218,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O234,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O244,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O995,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,O998,20
รพ.มงกุฎวัฒนะ,เขตหลักสี่,P599,44
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Q211,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Q539,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R000,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R000,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R002,29
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R002,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R05,41
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R05,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R060,33
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R064,34
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R066,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R070,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R070,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R074,18
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R100,33
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R101,10
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R102,18
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R104,100
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R104,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R11,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R119,22
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R119,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R14,5
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R18,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R208,17
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R221,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R251,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R300,14
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,R42,24
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R42,28
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R430,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R500,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R509,184
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R509,13
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,R509,2
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,R51,4
เกียรติการแพทย์คลินิกเวชกรรม สาขาทุ่งสองห้อง,เขตหลักสี่,R51,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาหลักสี่,เขตหลักสี่,R51,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R510,54
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R520,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R529,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R55,11
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R600,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R609,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R633,5
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R730,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R739,10
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,R739,1
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R876,3
รพ.มงกุฎวัฒนะ,เขตหลักสี่,R91,18
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,T141,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,U099,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z001,6
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z016,3
คลินิกเวชกรรมใกล้บ้านใกล้ใจ 31,เขตหลักสี่,Z017,11
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z017,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z021,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z124,16
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z201,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z235,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z235,1
เกียรติการแพทย์คลินิกเวชกรรม สาขาชินเขต,เขตหลักสี่,Z238,4
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z242,13
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z251,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z251,4
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,Z274,2
รพ.มงกุฎวัฒนะ,เขตหลักสี่,Z298,2
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z304,1
ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,Z418,1
คลินิกเวชกรรมประชาชื่น 12,เขตหลักสี่,Z480,4
