"yearmonth","hosname","amprhcode","ampr_nb","hnamehos","ampr_main_nb","timecup"
"256507",บ้านแสนสุขคลินิกเวชกรรม,เขตจอมทอง,"35",รพ.อู่ทอง,"09",2
"256507",มีนสิริสหคลินิก,เขตมีนบุรี,"10",รพ.ดำเนินสะดวก,"04",1
"256507",มีนสิริสหคลินิก,เขตมีนบุรี,"10",รพ.บ้านโพธิ์,"05",2
"256507",มีนสิริสหคลินิก,เขตมีนบุรี,"10",รพ.ปทุมธานี,"01",1
"256507",มีนสิริสหคลินิก,เขตมีนบุรี,"10",รพ.พระนารายณ์มหาราช,"01",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",มิตรไมตรีคลินิกเวชกรรม สาขาบางกรวย,"02",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",มิตรไมตรีคลินิกเวชกรรม(ไอยรา),"02",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.บ้านสร้าง,"06",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.ประจันตคาม,"07",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.ปากเกร็ด,"06",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.พนัสนิคม,"06",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.พระนั่งเกล้า,"01",2
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.ศิริราช,"20",3
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.หลวงพ่อเปิ่น,"03",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",รพ.อานันทมหิดล ลพบุรี,"01",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข1 สะพานมอญ,"01",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"37",2
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข20 ป้อมปราบศัตรูพ่าย,"08",10
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"25",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,"24",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข40  บางแค,"40",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข41 คลองเตย,"33",5
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"19",1
"256507",รพ.กลาง,เขตป้อมปราบศัตรูพ่าย,"08",ศูนย์บริการสาธารณสุข9  ประชาธิปไตย,"01",2
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.นครปฐม,"01",2
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.บางพลี,"03",40
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.บางเสาธง,"06",7
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.ประจันตคาม,"07",2
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.พุทธโสธร,"01",1
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.มะการักษ์,"05",12
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.ราชบุรี,"01",4
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.สมุทรปราการ,"01",4
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.เฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง,"01",5
"256507",รพ.พระจอมเกล้าเจ้าคุณทหาร,เขตลาดกระบัง,"11",รพ.แหลมฉบัง,"07",3
"256507",รพ.หลวงพ่อทวีศักดิ์ ชุตินธโร อุทิศ,เขตหนองแขม,"23",รพ.สมุทรสาคร,"01",1
"256507",ศูนย์บริการสาธารณสุข1 สะพานมอญ,เขตพระนคร,"01",มิตรไมตรีคลินิกเวชกรรม (ดวงแก้ว),"06",1
"256507",ศูนย์บริการสาธารณสุข1 สะพานมอญ,เขตพระนคร,"01",รพ.บางบัวทอง,"04",1
"256507",ศูนย์บริการสาธารณสุข1 สะพานมอญ,เขตพระนคร,"01",รพ.ประชาธิปัตย์,"03",1
"256507",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,เขตพญาไท,"14",มิตรไมตรีคลินิกเวชกรรม(ตลาดสตาร์),"01",2
"256507",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,เขตพญาไท,"14",รพ.นครนายก,"01",2
"256507",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,เขตพญาไท,"14",รพ.พระนารายณ์มหาราช,"01",2
"256507",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,เขตพญาไท,"14",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",9
"256507",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,เขตบางคอแหลม,"31",รพ.บางปลาม้า,"04",2
"256507",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,เขตบางคอแหลม,"31",รพ.โพธิ์ทอง,"04",2
"256507",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,เขตบางคอแหลม,"31",ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,"06",2
"256507",ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,เขตบางคอแหลม,"31",รพ.ตาพระยา,"03",1
"256507",ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,เขตบางคอแหลม,"31",รพ.พุทธมณฑล,"07",1
"256507",ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,เขตบางคอแหลม,"31",รพ.เจริญกรุงประชารักษ์,"31",355
"256507",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,เขตห้วยขวาง,"17",รพ.กลาง,"08",1
"256507",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,เขตห้วยขวาง,"17",รพ.ปทุมธานี,"01",1
"256507",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,เขตห้วยขวาง,"17",รพ.สามชุก,"08",2
"256507",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,เขตห้วยขวาง,"17",รพ.โพธาราม,"07",1
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รพ.พหลพลพยุหเสนา,"01",1
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รพ.สมุทรปราการ,"01",2
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รพ.อินทร์บุรี,"06",1
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รพ.อุทัย,"14",1
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รพ.แกลง,"03",1
"256507",ศูนย์บริการสาธารณสุข16 ลุมพินี,เขตปทุมวัน,"07",รักษ์สุขคลินิกเวชกรรม(สาขาคลอง2),"03",2
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",มิตรไมตรีคลินิกเวชกรรม สาขาบางกรวย,"02",1
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",รพ.พระนารายณ์มหาราช,"01",7
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",รพ.สมุทรปราการ,"01",2
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",รพ.สระบุรี,"01",1
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",รพ.หัวหิน,"07",2
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",รพ.เสนา,"12",6
"256507",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,เขตจตุจักร,"30",ศูนย์การแพทย์ธรรมศาสตร์คูคต,"06",2
"256507",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,เขตบางคอแหลม,"31",รพ.นาดี,"03",1
"256507",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,เขตบางคอแหลม,"31",รพ.บ้านโป่ง,"05",1
"256507",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,เขตบางคอแหลม,"31",รพ.พุทธมณฑล,"07",1
"256507",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,เขตบางคอแหลม,"31",รพ.หลวงพ่อเปิ่น,"03",2
"256507",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,เขตบางคอแหลม,"31",รพ.เสนา,"12",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",คลินิกหมอครอบครัว ศูนย์สุขภาพชุมชนเมืองชลบุรี,"01",12
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",บ้านอบอุ่นคลินิกเวชกรรม (สาขาบางเขน),"01",9
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",บ้านอบอุ่นคลินิกเวชกรรม(สาขาเรวดี),"01",8
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.บ่อทอง,"10",2
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.วิเศษชัยชาญ,"06",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.สระบุรี,"01",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.สอยดาว,"07",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.เดิมบางนางบวช,"02",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รักษ์สุขคลินิกเวชกรรม(สาขาสนามบินน้ำ),"01",1
"256507",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,เขตราชเทวี,"37",รพ.กลาง,"08",6
"256507",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,เขตราชเทวี,"37",รพ.พระมงกุฎเกล้า,"37",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.กลาง,"08",6
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.กล้วยน้ำไท,"33",5
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.บ้านหมี่,"06",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.พหลพลพยุหเสนา,"01",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.สมุทรปราการ,"01",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.เซ็นทรัลปาร์ค,"03",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รักษ์สุขคลินิกเวชกรรม(สาขาคลอง 3),"02",1
"256507",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",38
"256507",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.สถานพระบารมี,"12",1
"256507",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.สิรินธร,"32",582
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.กลาง,"08",255
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.ตำรวจ,"07",41
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",1
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.นครปฐม,"01",1
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.บางบัวทอง,"04",4
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",3
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.พระนั่งเกล้า,"01",9
"256507",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",บ้านอบอุ่น คลินิกเวชกรรม สาขาคลองสาม,"02",5
"256507",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.คลองหลวง,"02",2
"256507",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",149
"256507",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.ราชวิถี,"37",11
"256507",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",8
"256507",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.เลิดสิน,"04",2
"256507",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.สามพราน,"06",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.ดำเนินสะดวก,"04",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.บางบัวทอง 2,"04",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.บางเลน,"05",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.บ้านแพ้ว,"03",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.ปทุมธานี,"01",2
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.วิเศษชัยชาญ,"06",1
"256507",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.ตากสิน,"18",161
"256507",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.วังม่วงสัทธรรม,"12",1
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.ศรีประจันต์,"05",1
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.สมุทรสาคร,"01",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",บ้านอบอุ่นคลินิกเวชกรรม(สาขาเรวดี),"01",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",มิตรไมตรีคลินิกเวชกรรม (เจ้าพระยา),"03",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",มิตรไมตรีคลินิกเวชกรรม(งามวงศ์วาน),"01",20
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.กลาง,"08",37
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ค่ายธนะรัชต์,"06",2
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ธัญบุรี,"03",2
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางกรวย,"02",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.พนัสนิคม,"06",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.หนองแค,"03",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.อินทร์บุรี,"06",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.เสนา,"12",2
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ไทรน้อย,"05",2
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,"06",4
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.บางปะหัน,"07",4
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.พระพุทธบาท,"09",2
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.ไทรน้อย,"05",1
"256507",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,เขตบางพลัด,"25",รพ.ตำรวจ,"07",2
"256507",ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,เขตพระโขนง,"09",รพ.สิรินธร,"32",91
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",มิตรไมตรีคลินิกเวชกรรม(คลองหนึ่ง),"02",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.กระทุ่มแบน,"02",6
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.ตากสิน,"18",373
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.บางบัวทอง,"04",2
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.บ้านฉาง,"02",2
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.บ้านหมี่,"06",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.หนองแค,"03",1
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ขลุง,"02",1
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.บางบ่อ,"02",1
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.พระนั่งเกล้า,"01",3
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.สิรินธร,"32",146
"256507",ศูนย์บริการสาธารณสุข35 หัวหมาก,เขตบางกะปิ,"06",รพ.บ้านหมี่,"06",2
"256507",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.ตากสิน,"18",300
"256507",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.ทับสะแก,"03",1
"256507",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.พระนั่งเกล้า,"01",2
"256507",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.พระสมุทรเจดีย์สวาทยานนท์,"05",1
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.วิเศษชัยชาญ,"06",2
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.สามพราน,"06",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",มิตรไมตรีคลินิกเวชกรรม(เสมาฟ้าคราม),"06",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.บางจาก,"04",24
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.พระนั่งเกล้า,"01",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.พุทธโสธร,"01",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.แก่งคอย,"02",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.โพธาราม,"07",2
"256507",ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,"26",รพ.ราชวิถี,"37",5
"256507",ศูนย์บริการสาธารณสุข40  บางแค,เขตบางแค,"40",รพ.ตากสิน,"18",964
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.กล้วยน้ำไท,"33",128
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.นครปฐม,"01",3
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.บางจาก,"04",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.บางบัวทอง,"04",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.บางใหญ่,"03",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.ประจวบคีรีขันธ์,"01",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.ราชบุรี,"01",1
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.เจริญกรุงประชารักษ์,"31",152
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ตากสิน,"18",870
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.นครปฐม,"01",1
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.บ้านแพ้ว,"03",2
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ประจวบคีรีขันธ์,"01",1
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.มะการักษ์,"05",1
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.สมุทรสาคร,"01",1
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",3
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",30
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",บ้านอบอุ่น คลินิกเวชกรรม สาขาคลองหก,"02",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ด่านช้าง,"03",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ตราด,"01",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ท่าหลวง,"07",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.บางบัวทอง 2,"04",12
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.บางบ่อ,"02",4
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.บางพลี,"03",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.พุทธโสธร,"01",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ลาดกระบังกรุงเทพมหานคร,"11",11
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ลาดบัวหลวง,"10",11
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.สิรินธร,"32",10
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.หนองแค,"03",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.เมืองพัทยา,"04",3
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.เวชการุณย์รัศมิ์,"03",261
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพร.สระแก้ว,"01",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.กลาง,"08",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.นพรัตนราชธานี,"43",138
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.พระมงกุฎเกล้า,"37",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.พัฒนานิคม,"02",2
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.ลาดกระบังกรุงเทพมหานคร,"11",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,"06",2
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",2
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",มิตรไมตรีคลินิกเวชกรรม(บางปู),"01",1
