"number","hosname","hcode1","ampr_nb","amprhcode","hnamehos","hmain2","ampr_main_nb"
1,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,"13678","16",เขตบางกอกใหญ่,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,รพ.ราชวิถี,"11472","37"
9,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30",เขตจตุจักร,รพ.ราชวิถี,"11472","37"
228,ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13696","41",เขตหลักสี่,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13702","49",เขตทุ่งครุ,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42",เขตสายไหม,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37",เขตราชเทวี,รพ.พระมงกุฎเกล้า,"11481","37"
28,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.พระมงกุฎเกล้า,"11481","37"
19,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.พระมงกุฎเกล้า,"11481","37"
4,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.พระมงกุฎเกล้า,"11481","37"
1,ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13692","19",เขตตลิ่งชัน,รพ.พระมงกุฎเกล้า,"11481","37"
3,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.พระมงกุฎเกล้า,"11481","37"
2,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37"
5,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37",เขตราชเทวี,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13652","12",เขตยานนาวา,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
7,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
425,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
2,ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,"13684","24",เขตราษฎร์บูรณะ,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27",เขตบึงกุ่ม,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
3,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
2,ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,"13684","24",เขตราษฎร์บูรณะ,รพ.ราชวิถี,"11472","37"
3,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37",เขตราชเทวี,รพ.ราชวิถี,"11472","37"
7,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.ราชวิถี,"11472","37"
3,ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13650","07",เขตปทุมวัน,รพ.ราชวิถี,"11472","37"
23,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,"13662","30",เขตจตุจักร,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.ราชวิถี,"11472","37"
34,ศูนย์บริการสาธารณสุข25 ห้วยขวาง,"13670","17",เขตห้วยขวาง,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13687","21",เขตบางขุนเทียน,รพ.ราชวิถี,"11472","37"
3,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.ราชวิถี,"11472","37"
38,ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13695","26",เขตดินแดง,รพ.ราชวิถี,"11472","37"
9,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36",เขตดอนเมือง,รพ.ราชวิถี,"11472","37"
6,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38",เขตลาดพร้าว,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.พระมงกุฎเกล้า,"11481","37"
1,ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,"13673","18",เขตคลองสาน,รพ.พระมงกุฎเกล้า,"11481","37"
6,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34",เขตสวนหลวง,รพ.พระมงกุฎเกล้า,"11481","37"
153,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30",เขตจตุจักร,รพ.พระมงกุฎเกล้า,"11481","37"
1,ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13702","49",เขตทุ่งครุ,รพ.พระมงกุฎเกล้า,"11481","37"
1,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.พระมงกุฎเกล้า,"11481","37"
1,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37"
1,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
13,ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13651","02",เขตดุสิต,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
13,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
2,ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,"13671","15",เขตธนบุรี,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
2,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25",เขตบางพลัด,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
33,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30",เขตจตุจักร,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
1,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36",เขตดอนเมือง,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
2,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28",เขตสาทร,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
7,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38",เขตลาดพร้าว,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
7,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"13781","37"
793,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38"
1,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38"
1,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38"
3,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39"
1,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34",เขตสวนหลวง,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39"
4,ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13692","19",เขตตลิ่งชัน,รพ.ราชพิพัฒน์,"14641","40"
1,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40"
46,คลินิกเวชกรรมตลาด ม.เศรษฐกิจ,"41976","40",เขตบางแค,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40"
18,คลินิกเวชกรรมตลาดคลองขวาง,"41977","40",เขตบางแค,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40"
1,ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13647","37",เขตราชเทวี,รพ.ราชพิพัฒน์,"14641","40"
2,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29",เขตบางซื่อ,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,"13672","15",เขตธนบุรี,รพ.ราชพิพัฒน์,"14641","40"
1854,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40",เขตบางแค,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13687","21",เขตบางขุนเทียน,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.ราชพิพัฒน์,"14641","40"
3,ศูนย์บริการสาธารณสุข47 คลองขวาง,"13690","22",เขตภาษีเจริญ,รพ.ราชพิพัฒน์,"14641","40"
2206,ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13691","23",เขตหนองแขม,รพ.ราชพิพัฒน์,"14641","40"
4,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.ราชพิพัฒน์,"14641","40"
1276,ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,"23229","48",เขตทวีวัฒนา,รพ.ราชพิพัฒน์,"14641","40"
27,ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13705","22",เขตภาษีเจริญ,รพ.ราชพิพัฒน์,"14641","40"
1,ทัณฑสถานโรงพยาบาลราชทัณฑ์,"11468","30",เขตจตุจักร,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40"
8,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40"
3,ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13650","07",เขตปทุมวัน,รพ.ราชพิพัฒน์,"14641","40"
5,ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13651","02",เขตดุสิต,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13652","12",เขตยานนาวา,รพ.ราชพิพัฒน์,"14641","40"
2,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,"13671","15",เขตธนบุรี,รพ.ราชพิพัฒน์,"14641","40"
3,ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,"13673","18",เขตคลองสาน,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,"13678","16",เขตบางกอกใหญ่,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28",เขตสาทร,รพ.ราชพิพัฒน์,"14641","40"
6,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,รพ.ราชพิพัฒน์,"14641","40"
1,ศูนย์บริการสาธารณสุข9  ประชาธิปไตย,"13654","01",เขตพระนคร,รพ.มงกุฎวัฒนะ,"11722","41"
4,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.มงกุฎวัฒนะ,"11722","41"
1,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.มงกุฎวัฒนะ,"11722","41"
53,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.มงกุฎวัฒนะ,"11722","41"
20,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30",เขตจตุจักร,รพ.มงกุฎวัฒนะ,"11722","41"
2,ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13695","26",เขตดินแดง,รพ.มงกุฎวัฒนะ,"11722","41"
14,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.มงกุฎวัฒนะ,"11722","41"
7,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36",เขตดอนเมือง,รพ.มงกุฎวัฒนะ,"11722","41"
2,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43",เขตคันนายาว,รพ.มงกุฎวัฒนะ,"11722","41"
1,รพ.มิราเคิลออฟไลฟ์,"77486","30",เขตจตุจักร,รพ.มงกุฎวัฒนะ,"11722","41"
2103,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13696","41"
140,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.มงกุฎวัฒนะ,"11722","41"
1,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.มงกุฎวัฒนะ,"11722","41"
28,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.มงกุฎวัฒนะ,"11722","41"
12,ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,"13662","30",เขตจตุจักร,รพ.มงกุฎวัฒนะ,"11722","41"
36,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29",เขตบางซื่อ,รพ.มงกุฎวัฒนะ,"11722","41"
2,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.มงกุฎวัฒนะ,"11722","41"
1,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42",เขตสายไหม,รพ.มงกุฎวัฒนะ,"11722","41"
2,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.มงกุฎวัฒนะ,"11722","41"
1,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.มงกุฎวัฒนะ,"11722","41"
3,เกียรติการแพทย์คลินิกเวชกรรม สาขาจันทรเกษม,"23884","30",เขตจตุจักร,รพ.มงกุฎวัฒนะ,"11722","41"
2,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13696","41"
1,ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,"13673","18",เขตคลองสาน,รพ.ภูมิพลอดุลยเดช,"11482","42"
2,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.ภูมิพลอดุลยเดช,"11482","42"
160,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.ภูมิพลอดุลยเดช,"11482","42"
2,ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13691","23",เขตหนองแขม,รพ.ภูมิพลอดุลยเดช,"11482","42"
634,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36",เขตดอนเมือง,รพ.ภูมิพลอดุลยเดช,"11482","42"
2112,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42",เขตสายไหม,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13705","22",เขตภาษีเจริญ,รพ.ภูมิพลอดุลยเดช,"11482","42"
4,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38",เขตลาดพร้าว,รพ.ภูมิพลอดุลยเดช,"11482","42"
3,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46",เขตคลองสามวา,รพ.ภูมิพลอดุลยเดช,"11482","42"
14,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42"
8,ภาคภูมิคลินิกเวชกรรม,"42030","42",เขตสายไหม,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42"
2,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42"
4,ศูนย์บริการสาธารณสุข25 ห้วยขวาง,"13670","17",เขตห้วยขวาง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข9  ประชาธิปไตย,"13654","01",เขตพระนคร,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13657","31",เขตบางคอแหลม,รพ.ภูมิพลอดุลยเดช,"11482","42"
3,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29",เขตบางซื่อ,รพ.ภูมิพลอดุลยเดช,"11482","42"
3,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13687","21",เขตบางขุนเทียน,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13696","41",เขตหลักสี่,รพ.ภูมิพลอดุลยเดช,"11482","42"
4,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.ภูมิพลอดุลยเดช,"11482","42"
2,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.ภูมิพลอดุลยเดช,"11482","42"
1,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43",เขตคันนายาว,รพ.ภูมิพลอดุลยเดช,"11482","42"
24,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,รพ.ภูมิพลอดุลยเดช,"11482","42"
8,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.นพรัตนราชธานี,"11470","43"
3579,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.นพรัตนราชธานี,"11470","43"
188,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.นพรัตนราชธานี,"11470","43"
1889,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.นพรัตนราชธานี,"11470","43"
3,ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13704","42",เขตสายไหม,รพ.นพรัตนราชธานี,"11470","43"
172,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.นพรัตนราชธานี,"11470","43"
2234,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46",เขตคลองสามวา,รพ.นพรัตนราชธานี,"11470","43"
8,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43"
2,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46",เขตคลองสามวา,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43"
2,ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13651","02",เขตดุสิต,รพ.นพรัตนราชธานี,"11470","43"
1,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.นพรัตนราชธานี,"11470","43"
11,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.นพรัตนราชธานี,"11470","43"
3,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,รพ.นพรัตนราชธานี,"11470","43"
330,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34",เขตสวนหลวง,รพ.นพรัตนราชธานี,"11470","43"
957,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27",เขตบึงกุ่ม,รพ.นพรัตนราชธานี,"11470","43"
21,ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13700","32",เขตประเวศ,รพ.นพรัตนราชธานี,"11470","43"
344,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.นพรัตนราชธานี,"11470","43"
170,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.นพรัตนราชธานี,"11470","43"
16,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43",เขตคันนายาว,รพ.นพรัตนราชธานี,"11470","43"
4,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,รพ.นพรัตนราชธานี,"11470","43"
6,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44"
33,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46"
1,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46"
50,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
8,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
7,ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,"13677","09",เขตพระโขนง,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
1,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
8,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
2,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
1,ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13705","22",เขตภาษีเจริญ,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
1,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
8,ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,"23229","48",เขตทวีวัฒนา,รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"11581","47"
2,รพ.ทหารเรือกรุงเทพ,"11479","47",เขตบางนา,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47"
1,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47"
6,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,"23229","48"
11,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13702","49"
